ufn,semsp_id,date_processed,cwt,adipose,weight,standard_length,fork_length,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,fish_lab_qc_data,fish_lab_qc_flag,fish_lab_flag_reason,fish_lab_qc_log
U171,2015-05-22-J07-SO-25,2015-10-08,none,none,11.4,NA,102,NA,From JS thawed fish,NA,DS,work-up excluding cold samples,KI,N,NA,NA
U139,2015-05-22-J07-SO-27,2015-10-09,none,none,13.2,NA,117,NA,"From JS thawed fish. Dylan double checked for lice, no weight taken",NA,CK,work-up excluding cold samples,LP,N,NA,NA
U140,2015-05-23-J09-SO-30,2015-10-09,none,none,13.9,NA,110,NA,"From JS thawed fish. Kristi double checked for lice, 1 cal chal b stuck to tray",NA,CK,work-up excluding cold samples,LP,N,NA,NA
U163,2015-05-23-J09-SO-21,2015-10-09,none,none,15.6,NA,110,NA,From JS thawed fish. Carolyn double checked for lice,Carolyn double checked for lice,KI,work-up excluding cold samples,DS,N,NA,NA
U164,2015-05-23-J09-SO-16,2015-10-09,none,none,18.6,NA,130,NA,"From JS thawed fish. 1 copepodid destroyed and not retained, carolyn double checked for lice",NA,KI,work-up excluding cold samples,DS,N,NA,NA
U165,2015-05-23-J10-SO-14,2015-10-09,none,none,13,NA,109,NA,"From JS thawed fish, Dylan double checked for lice",NA,KI,work-up excluding cold samples,DS,N,NA,NA
U166,2015-05-23-J10-SO-5,2015-10-09,none,none,14.1,NA,115,NA,"From JS thawed fish, Dylan double checked for lice",NA,KI,work-up excluding cold samples,DS,N,NA,NA
U172,2015-05-22-J07-SO-29,2015-10-09,none,none,12.3,NA,110,NA,From JS thawed fish. Carolyn double checked for lice,Carolyn double checked for lice,DS,work-up excluding cold samples,KI,N,NA,NA
U173,2015-05-23-J10-SO-06,2015-10-09,none,none,14,NA,106,NA,From thawed JS fish,NA,DS,work-up excluding cold samples,KI,Y,Duplicate SEMSP ID (not a transcription error).,"UFN not written on tag during this period, so cannot verify"
U174,2015-05-23-J10-SO-1,2015-10-09,none,none,12.2,NA,103,NA,"From JS thawed fish. Kristi double checked for lice, 1 cal chal b stuck to tray",NA,DS,work-up excluding cold samples,KI,N,NA,NA
U181,2015-05-23-J09-SO-25,2015-10-09,none,none,13.1,NA,109,NA,From JS thawed fish,NA,CK,work-up excluding cold samples,LP,N,NA,NA
U182,2015-05-23-J10-SO-10,2015-10-09,none,none,NA,NA,112,NA,"From JS thawed fish. Dylan double checked for lice, no weight taken",NA,CK,work-up excluding cold samples,LP,N,NA,NA
U183,2015-05-23-J10-SO-4,2015-10-09,none,none,13.5,NA,115,NA,"From JS thawed fish. Kristi double checked for lice, 1 cal chal b stuck to tray",NA,CK,work-up excluding cold samples,LP,N,NA,NA
U126,2015-05-23-J10-SO-3,2015-10-13,none,none,11.6,NA,104,NA,From JS thawed fish,NA,LP,work-up excluding cold samples,DS,N,NA,NA
U167,2015-05-23-J10-SO-8,2015-10-13,none,none,13.5,NA,103,NA,"From JS thawed fish. Cal a not retained, 1 cal b cal retained from u168 by mistake",NA,KI,work-up excluding cold samples,DS,N,NA,NA
U168,2015-05-23-J10-SO-13,2015-10-13,none,none,10.5,NA,110,NA,From JS thawed fish. 1 cal b cal not retained,1 cal b cal not retained,KI,work-up excluding cold samples,DS,N,NA,NA
U169,2015-05-22-J07-SO-11,2015-10-13,none,none,11.9,NA,104,NA,From JS thawed fish,NA,KI,work-up excluding cold samples,DS,N,NA,NA
U170,2015-05-22-J07-SO-6,2015-10-13,none,none,10.6,NA,103,NA,From JS thawed fish,1 otolith,KI,work-up excluding cold samples,DS,N,NA,NA
U175,2015-05-23-J10-SO-11,2015-10-13,none,none,11.7,NA,107,NA,From JS thawed fish,NA,DS,work-up excluding cold samples,KI,N,NA,NA
U176,2015-05-23-J10-SO-9,2015-10-13,none,none,9.3,NA,96,NA,"From JS thawed fish. Cracked otolith, only 1 retained",Lots of scales missing,DS,work-up excluding cold samples,KI,N,NA,NA
U177,2015-05-23-J10-SO-7,2015-10-13,none,none,14,NA,111,NA,From JS thawed fish,NA,DS,work-up excluding cold samples,KI,N,NA,NA
U178,2015-05-22-J07-SO-15,2015-10-13,none,none,12.8,NA,106,NA,From JS thawed fish,NA,DS,work-up excluding cold samples,KI,N,NA,NA
U179,2015-05-22-J07-SO-7,2015-10-13,none,none,11.2,NA,102,NA,From JS thawed fish,NA,DS,work-up excluding cold samples,LP,N,NA,NA
U184,2015-05-23-J10-SO-2,2015-10-13,none,none,13.8,NA,106,NA,From JS thawed fish,NA,CK,work-up excluding cold samples,LP,N,NA,NA
U185,2015-05-23-J10-SO-12,2015-10-13,none,none,10.8,NA,93,NA,From JS thawed fish,NA,CK,work-up excluding cold samples,LP,N,NA,NA
U186,2015-05-23-J10-SO-15,2015-10-13,none,none,13,NA,103,NA,From JS thawed fish,NA,CK,work-up excluding cold samples,LP,N,NA,NA
U187,2015-05-22-J07-SO-14,2015-10-13,none,none,12.6,NA,108,NA,From JS thawed fish,NA,CK,work-up excluding cold samples,LP,N,NA,NA
U188,2015-05-22-J07-SO-4,2015-10-13,none,none,10.6,NA,102,NA,From JS thawed fish,NA,CK,work-up excluding cold samples,LP,N,NA,NA
U189,2015-05-22-J07-SO-2,2015-10-13,none,none,13.4,NA,108,NA,From JS thawed fish,NA,CK,work-up excluding cold samples,LP,N,NA,NA
U191,2015-05-22-J07-SO-3,2015-10-13,none,none,17.7,NA,120,NA,From JS thawed fish,1 otolith,KI,work-up excluding cold samples,DS,N,NA,NA
U180,2015-05-22-J07-SO-9,2015-10-14,none,none,11.8,NA,108,NA,From JS thawed fish. 1 caligus chal a not retained,NA,DS,work-up excluding cold samples,KI,N,NA,NA
U192,2015-05-22-J07-SO-13,2015-10-14,none,none,13.8,NA,112,NA,From JS thawed fish,NA,KI,work-up excluding cold samples,DS,N,NA,NA
U193,2015-05-22-J07-SO-10,2015-10-14,none,none,12.8,NA,108,NA,From JS thawed fish,1 otolith,KI,work-up excluding cold samples,DS,N,NA,NA
U194,2015-05-22-J07-SO-12,2015-10-14,none,none,15,NA,128,NA,From JS thawed fish,NA,KI,work-up excluding cold samples,DS,N,NA,NA
U195,2015-05-22-J04-CO-7,2015-10-14,none,none,29.8,NA,139,NA,From JS thawed fish,NA,KI,work-up excluding cold samples,DS,N,NA,NA
U201,2015-05-22-J07-SO-8,2015-10-14,none,none,13.4,NA,105,NA,From JS thawed fish,NA,DS,work-up excluding cold samples,KI,N,NA,NA
U202,2015-05-22-J07-SO-5,2015-10-14,none,none,14.9,NA,113,NA,From JS thawed fish,NA,DS,work-up excluding cold samples,KI,N,NA,NA
U203,2015-05-22-J07-SO-1,2015-10-14,none,none,11.7,NA,103,NA,From JS thawed fish. 1 caligus chal a not retained,1 caligus chal a not retained,DS,work-up excluding cold samples,KI,N,NA,NA
U204,2015-05-22-J04-CO-6,2015-10-14,none,none,17.8,NA,119,NA,From JS thawed fish,NA,DS,work-up excluding cold samples,KI,N,NA,NA
U190,2015-05-22-J04-CU-2,2015-10-16,none,none,18.5,NA,120,NA,From JS thawed fish,NA,CK,work-up excluding cold samples,KI,N,NA,NA
U196,2015-05-22-J04-CU-1,2015-10-16,none,none,13.6,NA,109,NA,From JS thawed fish,1 otolith,KI,work-up excluding cold samples,CK,N,NA,NA
U197,2015-05-22-J04-SO-29,2015-10-16,none,none,17.1,NA,113,NA,From JS thawed fish,NA,KI,work-up excluding cold samples,CK,N,NA,NA
U198,2015-05-22-J04-CO-3,2015-10-16,none,none,37.8,NA,150,NA,From JS thawed fish,NA,KI,work-up excluding cold samples,CK,N,NA,NA
U199,2015-05-22-J04-CO-8,2015-10-16,none,none,48.6,NA,155,NA,From JS thawed fish,NA,KI,work-up excluding cold samples,CK,N,NA,NA
U205,2015-05-22-J04-CO-10,2015-10-16,none,none,38.8,NA,153,NA,From JS thawed fish,NA,DS,work-up excluding cold samples,KI,N,NA,NA
U206,2015-05-22-J04-CO-5,2015-10-16,CWT,none,29.7,NA,136,NA,From JS thawed fish,NA,DS,work-up excluding cold samples,KI,N,NA,NA
U211,2015-05-22-J04-CO-4,2015-10-16,none,none,31.4,NA,142,NA,From JS thawed fish,NA,CK,work-up excluding cold samples,KI,N,NA,NA
U212,2015-05-22-J04-CO-2,2015-10-16,none,none,30.3,NA,138,NA,From JS thawed fish,Tag said j08 typo?,CK,work-up excluding cold samples,KI,N,NA,NA
U127,2015-05-15-D05-SO-29,2015-10-20,none,none,8.2,NA,88,NA,RNA samples being sent to Miller lab for trial,1 otolith,LP,full work-up 1,KI,N,NA,NA
U200,2015-05-15-D05-SO-30,2015-10-20,none,none,8,NA,82,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS,N,NA,NA
U207,2015-05-15-D05-SO-27,2015-10-20,none,none,8.6,NA,93,NA,RNA samples being sent to Miller lab for trial. DNA small chunk taken,NA,DS,full work-up 1,DS,N,NA,NA
U208,2015-05-15-D05-SO-24,2015-10-20,none,none,8.2,NA,92,NA,"RNA samples being sent to Miller lab for trial. 1 caligus cal a not retained, kidney in vial labeled f1",NA,DS,full work-up 1,DS,N,NA,NA
U209,2015-05-15-D05-SO-26,2015-10-20,none,none,10.2,NA,92,NA,RNA samples being sent to Miller lab for trial,NA,DS,full work-up 1,DS,N,NA,NA
U210,2015-05-21-D07-SO-24,2015-10-20,none,none,10,NA,98,NA,RNA samples being sent to Miller lab for trial. no otoliths. 1 cal a caligus not retained,No otoliths,DS,full work-up 1,DS,N,NA,NA
U213,2015-05-15-D05-SO-25,2015-10-20,none,none,11.4,NA,92,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS,N,NA,NA
U214,2015-05-15-D05-SO-21,2015-10-20,none,none,7.6,NA,87,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS,N,NA,NA
U215,2015-05-15-D05-SO-28,2015-10-20,none,none,10.7,NA,100,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS,N,NA,NA
U216,2015-05-21-D07-SO-29,2015-10-20,none,none,9.6,NA,96,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS,N,NA,NA
U217,2015-05-21-D07-SO-26,2015-10-20,none,none,10.6,NA,100,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS,N,NA,NA
U231,2015-05-15-D05-SO-22,2015-10-20,none,none,10.7,NA,96,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS,N,NA,NA
U232,2015-05-15-D05-SO-23,2015-10-20,none,none,8.9,NA,92,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS,N,NA,NA
U233,2015-05-21-D07-SO-23,2015-10-20,none,none,9,NA,100,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS,N,NA,NA
U234,2015-05-21-D07-SO-28,2015-10-20,none,none,8.6,NA,103,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS,N,NA,NA
U235,2015-05-21-D07-SO-22,2015-10-20,none,none,7.8,NA,100,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS,N,NA,NA
U241,2015-05-21-D07-SO-27,2015-10-20,none,none,9.3,NA,99,NA,RNA samples being sent to Miller lab for trial,NA,DS,full work-up 1,DS,N,NA,NA
U128,2015-05-21-D07-SO-21,2015-10-21,none,none,11.2,NA,104,NA,RNA samples being sent to Miller lab for trial,NA,LP,full work-up 1,CK,N,NA,NA
U218,2015-05-21-D07-SO-25,2015-10-21,none,none,10,NA,100,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,LP,N,NA,NA
U219,2015-06-05-D07-SO-8,2015-10-21,none,none,14.5,NA,106,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,LP,N,NA,NA
U220,2015-06-05-D07-SO-4,2015-10-21,none,none,11.9,NA,104,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,LP,N,NA,NA
U221,2015-06-05-D07-SO-9,2015-10-21,none,none,16,NA,105,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,LP,N,NA,NA
U222,2015-06-05-D07-SO-7,2015-10-21,none,none,14,NA,109,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,LP,N,NA,NA
U223,2015-07-02-D09-SO-1,2015-10-21,none,none,26,NA,126,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,LP,N,NA,NA
U236,2015-05-21-D07-SO-30,2015-10-21,none,none,11,NA,98,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,CK,N,NA,NA
U237,2015-06-05-D07-SO-2,2015-10-21,none,none,17.1,NA,109,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,CK,N,NA,NA
U238,2015-06-05-D07-SO-6,2015-10-21,none,none,NA,NA,115,NA,RNA samples being sent to Miller lab for trial,Hemorhagged pelic fins,KI,full work-up 1,CK,N,NA,NA
U239,2015-06-05-D07-SO-5,2015-10-21,none,none,15,NA,104,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,CK,N,NA,NA
U240,2015-07-02-D09-SO-6,2015-10-21,none,none,24.4,NA,127,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,CK,N,NA,NA
U242,2015-06-05-D07-SO-10,2015-10-21,none,none,19.3,NA,119,NA,RNA samples being sent to Miller lab for trial. 2 cal copes not retained,NA,DS,full work-up 1,KI,N,NA,NA
U243,2015-06-05-D07-SO-1,2015-10-21,none,none,16.2,NA,109,NA,RNA samples being sent to Miller lab for trial. 1 cal cope not retained,1 otolith,DS,full work-up 1,KI,N,NA,NA
U244,2015-06-05-D07-SO-3,2015-10-21,none,none,17.6,NA,115,NA,RNA samples being sent to Miller lab for trial,NA,DS,full work-up 1,KI,N,NA,NA
U245,2015-07-02-D09-SO-8,2015-10-21,none,none,21.8,NA,121,NA,RNA samples being sent to Miller lab for trial. no fatty acid sample taken.,NA,DS,full work-up 1,KI,N,NA,NA
U246,2015-07-02-D09-SO-3,2015-10-21,none,none,21.1,NA,122,NA,RNA samples being sent to Miller lab for trial,NA,DS,full work-up 1,KI,N,NA,NA
U247,2015-07-02-D09-SO-2,2015-10-22,none,none,26.4,NA,125,NA,RNA samples being sent to Miller lab for trial,NA,DS,full work-up 1,DS,N,NA,NA
U248,2015-07-02-D09-SO-10,2015-10-22,none,none,28.6,NA,124,NA,RNA samples being sent to Miller lab for trial. Preadult caligus female in two pieces in vial.,NA,DS,full work-up 1,DS,N,NA,NA
U249,2015-07-14-D09-SO-21,2015-10-22,none,none,3.4,NA,67,NA,RNA samples being sent to Miller lab for trial. Tissue samples may be compromised due to small size of fish,unidetentified organism found,DS,full work-up 1,DS,N,NA,NA
U250,2015-07-14-D09-SO-17,2015-10-22,none,none,6.5,NA,83,NA,RNA samples being sent to Miller lab for trial. 1 caligus chal a not retained,NA,DS,full work-up 1,DS,N,NA,NA
U251,2015-07-02-D09-SO-4,2015-10-22,none,none,29.5,NA,129,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS,N,NA,NA
U252,2015-07-02-D09-SO-7,2015-10-22,none,none,25.8,NA,127,NA,"RNA samples being sent to Miller lab for trial. 1 cal, caligus cope not retained",NA,KI,full work-up 1,DS,N,NA,NA
U253,2015-07-02-D09-SO-9,2015-10-22,none,none,NA,NA,115,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS,N,NA,NA
U254,2015-07-14-D09-SO-16,2015-10-22,none,none,6.1,NA,84,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS,N,NA,NA
U255,2015-07-14-D09-SO-19,2015-10-22,none,none,7.5,NA,85,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS,N,NA,NA
U129,2015-07-14-D09-SO-20,2015-10-23,none,none,2.8,NA,63,NA,RNA samples being sent to Miller lab for trial,NA,LP,full work-up 1,DS,N,NA,NA
U224,2015-07-14-D09-SO-25,2015-10-23,none,none,4.7,NA,76,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS,N,NA,NA
U225,2015-07-14-D09-SO-29,2015-10-23,none,none,4,NA,73,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS,N,NA,NA
U226,2015-06-03-D10-SO-18,2015-10-23,none,none,15.5,NA,106,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS,N,NA,NA
U227,2015-06-03-D10-SO-13,2015-10-23,none,none,14.6,NA,109,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS,N,NA,NA
U228,2015-06-03-D10-SO-16,2015-10-23,none,none,11.2,NA,104,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS,N,NA,NA
U229,2015-06-03-D10-SO-11,2015-10-23,none,none,17.2,NA,115,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS,N,NA,NA
U256,2015-07-14-D09-SO-30,2015-10-23,none,none,6.9,NA,86,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS,N,NA,NA
U257,2015-06-03-D10-SO-15,2015-10-23,none,none,16.4,NA,117,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS,N,NA,NA
U258,2015-06-03-D10-SO-20,2015-10-23,none,none,16.8,NA,114,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS,N,NA,NA
U259,2015-06-03-D10-SO-19,2015-10-23,none,none,13.7,NA,106,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS,N,NA,NA
U260,2015-07-14-D09-SO-27,2015-10-23,none,none,5,NA,76,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS,N,NA,NA
U261,2015-07-14-D09-SO-18,2015-10-23,none,none,4.1,NA,72,NA,RNA samples being sent to Miller lab for trial,NA,DS,full work-up 1,DS,N,NA,NA
U262,2015-07-14-D09-SO-26,2015-10-23,none,none,5.4,NA,80,NA,RNA samples being sent to Miller lab for trial,NA,DS,full work-up 1,DS,N,NA,NA
U263,2015-06-03-D10-SO-14,2015-10-23,none,none,15.6,NA,110,NA,RNA samples being sent to Miller lab for trial,NA,DS,full work-up 1,DS,N,NA,NA
U264,2015-06-03-D10-SO-12,2015-10-23,none,none,11.8,NA,100,NA,RNA samples being sent to Miller lab for trial,NA,DS,full work-up 1,DS,N,NA,NA
U265,2015-06-03-D10-SO-17,2015-10-23,none,none,16.2,NA,112,NA,RNA samples being sent to Miller lab for trial,NA,DS,full work-up 1,DS,N,NA,NA
U230,2015-05-19-D08-SO-12,2015-10-26,none,none,11.5,NA,104,NA,RNA samples being sent to Miller lab for trial,Unidentified organism saved; parasite attached to gills,CK,full work-up 1,CK,N,NA,NA
U271,2015-06-04-D06-SO-15,2015-10-26,none,none,14,NA,109,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,CK,N,NA,NA
U272,2015-05-19-D08-SO-16,2015-10-26,none,none,6.9,NA,89,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,CK,N,NA,NA
U273,2015-05-19-D08-SO-13,2015-10-26,none,none,9.4,NA,96,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,CK,N,NA,NA
U274,2015-05-19-D08-SO-17,2015-10-26,none,none,9.6,NA,96,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,CK,N,NA,NA
U281,2015-05-19-D08-SO-19,2015-10-26,none,none,8.9,NA,97,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,CK,N,NA,NA
U282,2015-05-19-D08-SO-18,2015-10-26,none,none,8.8,NA,99,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,CK,Y,Duplicate SEMSP ID (not a transcription error).,"UFN not written on tag during this period, so cannot verify"
U283,2015-05-19-D08-SO-18,2015-10-26,none,none,NA,NA,96,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,CK,Y,Duplicate SEMSP ID (not a transcription error).,"UFN not written on tag during this period, so cannot verify"
U284,2015-05-19-D08-SO-20,2015-10-26,none,none,5.2,NA,76,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,CK,N,NA,NA
U285,2015-05-19-D08-SO-15,2015-10-26,none,none,9.2,NA,95,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,CK,N,NA,NA
U286,2015-05-19-D08-SO-14,2015-10-26,none,none,9.2,NA,94,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,CK,N,NA,NA
U130,2015-06-04-D06-SO-2,2015-10-27,none,none,12.7,NA,106,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,LP,full work-up 1,DS,N,NA,NA
U266,2015-06-04-D06-SO-6,2015-10-27,none,none,14.1,NA,108,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment. 1 otolith retained",1 otolith retained,DS,full work-up 1,LP,N,NA,NA
U267,2015-06-04-D06-SO-1,2015-10-27,none,none,13.4,NA,105,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,DS,full work-up 1,LP,N,NA,NA
U268,2015-05-15-D03-SO-11,2015-10-27,none,none,10.8,NA,95,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,DS,full work-up 1,LP,N,NA,NA
U269,2015-05-15-D03-SO-13,2015-10-27,none,none,10.1,NA,104,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,DS,full work-up 1,LP,N,NA,NA
U270,2015-05-15-D03-SO-17,2015-10-27,none,none,9.9,NA,96,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,DS,full work-up 1,LP,N,NA,NA
U275,2015-06-04-D06-SO-5,2015-10-27,none,none,17.3,NA,119,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,KI,full work-up 1,LP,N,NA,NA
U276,2015-06-04-D06-SO-4,2015-10-27,none,none,9.3,NA,97,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment. One very clear cal cop. retained",One very clear cal cop. retained,KI,full work-up 1,LP,N,NA,NA
U277,2015-06-04-D06-SO-7,2015-10-27,none,none,13.6,NA,105,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,KI,full work-up 1,LP,N,NA,NA
U278,2015-05-15-D03-SO-16,2015-10-27,none,none,13.3,NA,106,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,KI,full work-up 1,LP,N,NA,NA
U279,2015-05-15-D03-SO-19,2015-10-27,none,none,12,NA,97,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,KI,full work-up 1,LP,N,NA,NA
U287,2015-06-04-D06-SO-11,2015-10-27,none,none,14.7,NA,105,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,CK,full work-up 1,LP,N,NA,NA
